nome,categoria,cidade,morada,telefone,rating,avaliacoes,tem_website,website_url
"Oficinas Veiga, Lda",Oficina-Aveiro,3810-138 Aveiro,"Av. Europa 936, Verdemilho, 3810-138 Aveiro, Portugal",234 422 897,4.4,69,nao,
Aveibox Auto,Oficina-Aveiro,3800-713 Aveiro,"R. de São João 78, 3800-713 Aveiro, Portugal",234 937 062,5,82,nao,
Eurorepar Car Service - VGF,Oficina-Aveiro,3810-197 Aveiro,"Av. 25 de Abril n34 R/C, 3810-197 Aveiro, Portugal",234 340 309,4.6,90,nao,
Garage oficina de trotinete.,Oficina-Aveiro,3800-008 Aveiro,"R. do Dom António José Cordeiro 6, 3800-008 Aveiro, Portugal",913 436 516,4.9,100,nao,
Brandauto - Mecanica Automóvel,Oficina-Aveiro,Rua 1º de Maio 121,"Rua 1º de Maio 121, 3810-032, Portugal",234 427 343,4.9,112,nao,
Auto Check Center Plano B Auto,Oficina-Aveiro,3800-228 Aveiro,"EN 109 Stave Park, Armazém 9, 3800-228 Aveiro, Portugal",234 943 012,4.7,131,nao,
AP Lima Centro de Reparação Automóvel,Oficina-Guimaraes,4835-105 Guimarães,"Av. São Gonçalo, 4835-105 Guimarães, Portugal",936 993 904,,0,nao,
Mecanica Antunes,Oficina-Guimaraes,4835-071 Guimarães,"R. Manuel Tomás 303, 4835-071 Guimarães, Portugal",253 417 071,4.5,4,nao,
AutoAlbano,Oficina-Guimaraes,4810-531 Guimarães,"R. do Centro, Av. Dom João IV Fração A, Nº 43 cave/traseiras, 4810-531 Guimarães, Portugal",253 515 745,4.9,7,nao,
GARAGEM ATOUGUIA,Oficina-Guimaraes,4835-087 Guimarães,"R. Oneca Mendes 1222, 4835-087 Guimarães, Portugal",966 500 002,4.3,15,nao,
João Miguel Ribeiro Pereira,Oficina-Guimaraes,4835-286 Guimarães,"R. de Pontido 2, 4835-286 Guimarães, Portugal",253 531 408,4.4,15,nao,
R.V.A. Reparação de Viaturas Automóveis,Oficina-Guimaraes,4800-021 Guimarães,"R. Damão, 4800-021 Guimarães, Portugal",253 413 383,4.5,18,nao,
Jarama,Oficina-Guimaraes,4810 Guimarães,"Tv. de São Mamede 145, 4810 Guimarães, Portugal",,4.7,20,nao,
Mecânica Oliveiras,Oficina-Guimaraes,Calçada da,"Calçada da, R. da Cruz da Argola 21, 4810-224 Mesão Frio, Portugal",253 432 087,4.9,23,nao,
Hjcar Reparação automóvel unipessoal Lda,Oficina-Guimaraes,4800-534 Guimarães,"Rua da venda 576 selho São Lourenço, 4800-534 Guimarães, Portugal",935 718 512,4.8,23,nao,
"Pontes & Pontes, Lda.",Oficina-Guimaraes,4800-441 Guimarães,"R. da Liberdade 123, 4800-441 Guimarães, Portugal",253 412 991,4.6,36,nao,
Auto Vitoriana,Oficina-Guimaraes,R. da Boucinha,"R. da Boucinha, 4835-003 Mascotelos, Portugal",253 412 448,4.6,44,nao,
António Costa Rodrigues Oficina Auto Unipessoal Lda,Oficina-Guimaraes,4800-056 Guimarães,"R. da Pousada Pav. 16 a 19, 4800-056 Guimarães, Portugal",253 414 845,4.6,46,nao,
Auto Carlos Vieira,Oficina-Guimaraes,4810-480 Guimarães,"Tv. Bernardino Jordão, 4810-480 Guimarães, Portugal",253 524 339,4.6,57,nao,
Electro Carros,Oficina-Setubal,Praça Gen. Luís Domingues 61,"Praça Gen. Luís Domingues 61, 2910-509 Setúbal, Portugal",,5,1,nao,
Oficina auto tork,Oficina-Setubal,Av. dos Ciprestes 139 J,"Av. dos Ciprestes 139 J, 2900-322 Setúbal, Portugal",928 060 736,5,2,nao,
GARAGE 71 Setubal,Oficina-Setubal,Av. do Alentejo 58,"Av. do Alentejo 58, 2910-448 Setúbal, Portugal",934 023 615,5,3,nao,
H.M.P.P. Reparações,Oficina-Setubal,Est da Graça 308,"Est da Graça 308, 2910-523 Setúbal, Portugal",,4.7,3,nao,
Binário - Assistência Mecânica e Electrica Automóvel,Oficina-Setubal,R. Moinho do Frade 27A,"R. Moinho do Frade 27A, 2910-616 Setúbal, Portugal",917 967 974,5,3,nao,
HDGARAGE OFICINA AUTO,Oficina-Setubal,Em frente ao bacurinho,"Em frente ao bacurinho, Estr. Vale de Mulatas 10 armazém 15, 2910-737 Setúbal, Portugal",937 553 629,5,4,nao,
Matos Dominium,Oficina-Setubal,R. Pulido Valente 2A,"R. Pulido Valente 2A, 2910-642 Setúbal, Portugal",925 735 472,5,5,nao,
FS Garage | Mercedes-Benz Independent Service,Oficina-Setubal,Estr. Vale de Mulatas 9 Armazém 6,"Estr. Vale de Mulatas 9 Armazém 6, 2910-737 Setúbal, Portugal",932 907 884,5,7,nao,
Bruno Martins Auto,Oficina-Setubal,R. de António Lourenço 29A,"R. de António Lourenço 29A, Faralhão, 2910-149 Setúbal, Portugal",936 531 077,5,8,nao,
Elson Cruz Mecânica Geral,Oficina-Setubal,Av. dos Ciprestes,"Av. dos Ciprestes, 2900-394 Setúbal, Portugal",933 242 817,4.6,10,nao,
Oficina Auto Abilio Machado,Oficina-Setubal,Q.ta Boa Esperança D,"Q.ta Boa Esperança D, 2900-322 Setúbal, Portugal",963 065 282,4.6,28,nao,
Autubru's Car Service,Oficina-Setubal,Av. 5 de Outubro 51,"Av. 5 de Outubro 51, 2900-311 Setúbal, Portugal",913 135 555,4.7,43,nao,
Auto Mecânica Bairro Santos,Oficina-Setubal,R. Dom José Guimarães e Torres 34,"R. Dom José Guimarães e Torres 34, 2910-563 Setúbal, Portugal",265 524 074,4.7,65,nao,
"Oficina O Analista Automóvel, Lda.",Oficina-Setubal,Estrada Vale Rosa Quinta Canes Bl1 Armz D,"Estrada Vale Rosa Quinta Canes Bl1 Armz D, 2910-845 Setúbal, Portugal",265 734 050,4.3,71,nao,
HM Garage Portugal,Oficina-Setubal,Estr. Vale de Mulatas 8 Armazém D,"Estr. Vale de Mulatas 8 Armazém D, 2910-737 Setúbal, Portugal",929 218 451,5,82,nao,
Masterauto,Oficina-Setubal,Centro Empresarial Sado Internacional,"Centro Empresarial Sado Internacional, Armazém C3, E.N 10, Pontes, 2910-835 Setúbal, Portugal",265 718 496,4.9,87,nao,
Auto da Guerra Lda - AG Pneus,Oficina-Setubal,R. Dr. Manuel Gonçalves Martins ARMAZÉM C,"R. Dr. Manuel Gonçalves Martins ARMAZÉM C, 2910-021 Setúbal, Portugal",265 708 478,4.7,565,nao,
Oficina mecânica RM AUTOS SERVIÇOS,Oficina-Viseu,3505-564 Viseu,"R. Burgo ou Leira V, 3505-564 Viseu, Portugal",926 388 985,5,7,nao,
Somecânica,Oficina-Viseu,3500 Viseu,"Tv. Cap. Homem Ribeiro 12 3500, 3500 Viseu, Portugal",232 412 070,4.7,10,nao,
Paisauto,Oficina-Viseu,3505-563 Viseu,"R. Sagrado Coração de Maria 29, 3505-563 Viseu, Portugal",961 445 171,5,16,nao,
Mecânica André,Oficina-Viseu,3515 Viseu,"R. Santo António 50, 3515 Viseu, Portugal",,4.8,20,nao,
"Martins & Felgueira, Lda.",Oficina-Viseu,3510-043 Viseu,"Av. Dr. António José de Almeida 224 Cave A, 3510-043 Viseu, Portugal",232 422 060,4.4,21,nao,
Mister Oficina Lda,Oficina-Viseu,3510-674 Viseu,"Av. Namorados, 3510-674 Viseu, Portugal",968 671 430,4.2,30,nao,
Grilomecânica Oficina Auto,Oficina-Viseu,3505-562 Viseu,"R. Escola 84, Travassós de Cima, 3505-562 Viseu, Portugal",232 448 327,4.7,32,nao,
"Visecar - Oficina De Reparações Automóveis, Lda",Oficina-Viseu,3500-012 Viseu,"R. das Costeiras C, 3500-012 Viseu, Portugal",232 440 238,4.6,38,nao,
JJ Cars Performances,Oficina-Viseu,3510-152 Viseu,"Estrada N 2 vila chã de Sá, 3510-152 Viseu, Portugal",969 629 748,4.8,38,nao,
MARTVERAUTO CAR SERVICE Lda,Oficina-Viseu,3505-567 Viseu,"Estrada nacional 229 Tavassós de Baixo Pavilhão A, 3505-567 Viseu, Portugal",232 428 086,4.4,44,nao,
Precision Viseu,Oficina-Viseu,Av. Namorados 6,"Av. Namorados 6, 3510-674 Orgens, Portugal",232 421 170,4.6,60,nao,
Sérgio Vale Mecânica Geral,Oficina-Viseu,3500 Viseu,"Rua do Cantoneiro 22, 3500 Viseu, Portugal",966 333 887,4.8,64,nao,
Mservice oficina auto,Oficina-Viseu,3515-432 Viseu,"R. Cimalha 45, 3515-432 Viseu, Portugal",969 313 901,4.1,65,nao,
Fernando Manuel Cardoso,Oficina-Viseu,3505-408 Viseu,"Variante Zona Indústrial 33, 3505-408 Viseu, Portugal",967 029 878,4.5,65,nao,
"Castrol Service José Luis Novo Santos, Unipessoal Lda.",Oficina-Viseu,3500-169 Viseu,"R. Pedro Álvares Cabral, 3500-169 Viseu, Portugal",232 431 010,4.7,91,nao,
AMSPORT,Oficina-Viseu,3500-188 Viseu,"Estr. São João da Carreira 690, 3500-188 Viseu, Portugal",232 448 753,4.7,115,nao,
ASP MECANICA,Oficina-Faro,8000-499 Faro,"Estr. da Sra. da Saude 52, 8000-499 Faro, Portugal",915 998 365,5,7,nao,
GaragemLH- Mecanica Auto,Oficina-Faro,8005-424 Faro,"R. do Moinho 260 R/C, Braciais, 8005-424 Faro, Portugal",918 506 578,5,12,nao,
RC Auto Car Service,Oficina-Faro,8000-219 Faro,"Rua dos Bombeiros Portugueses 29, 8000-219 Faro, Portugal",968 084 921,4.4,16,nao,
RPM AutoService,Oficina-Faro,8000-335 Faro,"Rua Dr. Pereira de Sousa, 8000-335 Faro, Portugal",916 520 854,4.8,37,nao,
David Correia - Oficina Auto - Multi marcas,Oficina-Faro,8005-448 Faro,"Sitio do Escuro, Perna de Pau, 8005-448 Faro, Portugal",289 148 585,4.9,38,nao,
Garage,Oficina-Faro,8005-134 Sé,"8005-134 Sé, Portugal",289 805 367,4.8,44,nao,
Oficina Reparações Automóveis Analídio Ramos,Oficina-Faro,8005-180 Faro,"R. Bento Jesus Caraca 103, 8005-180 Faro, Portugal",289 817 185,4.6,69,nao,
Zeticar-reparações Auto Lda,Oficina-Faro,8005-442 Faro,"Campinas Chelote, 8005-442 Faro, Portugal",289 862 857,4.5,128,nao,
Oficina mecânica Lindo & Lindo,Oficina-Leiria,2415 Leiria,"R. Padre Miguel 76 2415, 2415 Leiria, Portugal",244 882 176,3.9,10,nao,
Costa & Oliveira Reparação de Autos,Oficina-Leiria,2400-137 Leiria,"Beco de São Francisco, 2400-137 Leiria, Portugal",913 350 915,5,16,nao,
"F & C Mendes - Automóveis, Lda",Oficina-Leiria,2410-056 Leiria,"Rua Malaposta, Pavilhão Dos Silvas Cruz Da Areia, 2410-056 Leiria, Portugal",244 825 994,4,30,nao,
"Litolis - Assistência Auto, Unipessoal, Lda",Oficina-Leiria,R. Sítio do Marco 425,"R. Sítio do Marco 425, 2420-280 Santa Eufémia, Portugal",918 839 377,4.8,58,nao,
St. Camy Oficina Auto,Oficina-Leiria,2415-315 Leiria,"Rua Casal Cego 85, 2415-315 Leiria, Portugal",244 836 235,4.5,63,nao,
"Auto Ideal Fonte Nova, Lda.",Oficina-Leiria,2420-403 Leiria,"Rua Nossa Senhora das Dores nº3, 2420-403 Leiria, Portugal",244 723 123,4.5,117,nao,
Carcheck,Oficina-Leiria,2415-372 Leiria,"R. do Arrabalde da Ponte 506, 2415-372 Leiria, Portugal",244 812 072,4.5,160,nao,
Thommy Cars,Oficina-Viana,4900-303 Viana do Castelo,"R. Arquitecto Ventura Terra 2, 4900-303 Viana do Castelo, Portugal",931 446 142,,0,nao,
Carlos Pompeu Vilas Boas Esteves,Oficina-Viana,4900-359 Viana do Castelo,"Av. Campo do Castelo 9, 4900-359 Viana do Castelo, Portugal",258 823 889,5,1,nao,
JC Mecânica,Oficina-Viana,4935-100 Viana do Castelo,"Rua Magnólia 11, Darque, 4935-100 Viana do Castelo, Portugal",968 453 047,5,3,nao,
Ofina Mecânica Lages e Lages,Oficina-Viana,4900 Viana do Castelo,"R. Manuel Fiúza Júnior 5, 4900 Viana do Castelo, Portugal",258 824 238,4.9,9,nao,
"Manuel Parente - Reparação De Automóveis, Unipessoal Lda.",Oficina-Viana,4900-350 Viana do Castelo,"Parque Empresarial P Norte, Lt. 40, 4900-350 Viana do Castelo, Portugal",935 249 010,5,10,nao,
Reis Auto Mecânica,Oficina-Viana,4900-697 Viana do Castelo,"R. do Covelo 164 traseiras, 4900-697 Viana do Castelo, Portugal",258 407 683,4.9,21,nao,
Graciano Afonso Quesado,Oficina-Viana,4900-380 Viana do Castelo,"R. Cidade de Riom 304, 4900-380 Viana do Castelo, Portugal",258 824 283,4.7,21,nao,
"Araujo & Filhos, Lda.",Oficina-Viana,4900-371 Viana do Castelo,"Rua Cónego Domingos Borlido 12, 4900-371 Viana do Castelo, Portugal",258 826 794,4.3,22,nao,
NBS Viana Ldª - IVECO,Oficina-Viana,Zona Industrial 2ª Fase,"Zona Industrial 2ª Fase, R. D nº 76, 4935-232 Neiva, Portugal",258 351 023,4.5,39,nao,
Oficina De Automoveis Carlos Castro,Oficina-Viana,4900 Viana do Castelo,"R. da Vinha, 4900 Viana do Castelo, Portugal",919 088 011,4.6,41,nao,
Fincão Auto Lda,Oficina-Viana,4900-911 Viana do Castelo,"R. do Fincão 177, 4900-911 Viana do Castelo, Portugal",965 528 330,4.7,50,nao,
Viana Chapa,Oficina-Viana,PARQUE EMPRESARIAL P NORTE LOTE 55/6 VIANA DO CASTELO 4900,"PARQUE EMPRESARIAL P NORTE LOTE 55/6 VIANA DO CASTELO 4900, 4900-351 Viana do Castelo, Portugal",966 193 833,4.1,59,nao,
Armando Miguel Brito de Melo,Oficina-Viana,4900 Viana do Castelo,"R. da Vinha 260, 4900 Viana do Castelo, Portugal",258 836 339,4.7,76,nao,
"Vianaturbo-Darcar Automoveis, Lda.",Oficina-Viana,Viana Do Castelo,"Lugar De Santoinho, Darque, Viana Do Castelo, 4935 Viana do Castelo, Portugal",258 320 500,4.4,77,nao,
Irmãos Jacome,Oficina-Viana,4900 Viana do Castelo,"Av. de Cabo Verde 41, 4900 Viana do Castelo, Portugal",258 829 617,4.8,109,nao,
Renata Gomes Fisioterapia&Bem-estar,Fisioterapia-Braga,4705-108 Braga,"R. Padre Armando Lira, 4705-108 Braga, Portugal",964 899 674,5,2,nao,
Fisioterapia - Aline Marzzano Drummond,Fisioterapia-Braga,4700-207 Braga,"R. de Caires 292 5ºDTO, 4700-207 Braga, Portugal",910 760 123,5,7,nao,
Clínica Salutare,Fisioterapia-Braga,4700-262 Braga,"R. Costa Gomes nº21, 4700-262 Braga, Portugal",253 196 387,5,7,nao,
Feasy,Fisioterapia-Braga,4715-012 Braga,"R. de Torneiros 13, 4715-012 Braga, Portugal",963 936 226,4.3,7,nao,
Fisibalão-clínica Fisiátrica De Braga Lda,Fisioterapia-Braga,4715-052 Braga,"R. Américo Ferreira Carvalho 132, 4715-052 Braga, Portugal",253 265 713,4.4,9,nao,
João Eduardo Terapêuta,Fisioterapia-Braga,4705 Braga,"R. Rosália Castro 23, 4705 Braga, Portugal",968 763 733,5,12,nao,
Fisioterapia Especializada | Ortopedia | Coluna | Desporto | Tratamento da Dor,Fisioterapia-Braga,4700-222 Braga,"Praceta do Magistério 22, 4700-222 Braga, Portugal",964 972 329,4.9,16,nao,
Centro Clínico dos Anjos,Fisioterapia-Lisboa,1150-015 Lisboa,"Av. Alm. Reis 133, 1150-015 Lisboa, Portugal",21 356 1336,4.1,11,nao,
"João Páscoa Pinheiro. Sereme - Serviços De Reabilitação Medica, Lda.",Fisioterapia-Coimbra,3000-606 Coimbra,"R. Edmundo Bettencourt 23, Celas, 3000-606 Coimbra, Portugal",239 826 006,4.9,9,nao,
"Centro de Medicina Física e de Reabilitação do Cidral, Lda.",Fisioterapia-Coimbra,3000-271 Coimbra,"R. Miguel Torga 361-B, 3000-271 Coimbra, Portugal",239 701 214,3.2,11,nao,
Phisio Move,Fisioterapia-Coimbra,3030-403 Coimbra,"R. Armando de Sousa 16, 3030-403 Coimbra, Portugal",912 083 361,4.4,14,nao,
Fisio+,Fisioterapia-Coimbra,3030-488 Coimbra,"R. Egas Moniz 83, Fonte da Cheira, 3030-488 Coimbra, Portugal",913 083 904,4.7,15,nao,
CMV - Instituto de Reabilitação de Coimbra,Fisioterapia-Coimbra,3000-257 Coimbra,"R. Dom Manuel de Bastos Pina 52, 3000-257 Coimbra, Portugal",239 834 663,2.6,22,nao,
"Body Keeper-Clinica de Fisioterapia, Osteopatia e Nutrição",Fisioterapia-Coimbra,3030-489 Coimbra,"R. Francisco Lucas Pires 52, Fonte da Cheira, 3030-489 Coimbra, Portugal",919 582 451,4.9,59,nao,
Fisiocanal,Fisioterapia-Aveiro,3800-256 Aveiro,"Antigo Cais de S. Roque 124, 3800-256 Aveiro, Portugal",967 710 250,,0,nao,
Daniella Barros - Fisioterapeuta Dermatofuncional,Fisioterapia-Aveiro,R. de Viseu 30A,"R. de Viseu 30A, 3800-277 Aveiro, Portugal",964 679 977,5,1,nao,
"Centro Clinico Sá Barrocas, Lda",Fisioterapia-Aveiro,3800-356 Aveiro,"Av. da Força Aérea Portuguesa nº58, 3800-356 Aveiro, Portugal",234 422 258,4.5,4,nao,
Clínica S. Gonçalinho,Fisioterapia-Aveiro,3800-157 Aveiro,"R. Dr. João de Moura 39, 3800-157 Aveiro, Portugal",234 386 045,4.5,8,nao,
Clinica De Medicina Fisica E Reabilitatco,Fisioterapia-Aveiro,3800-162 Aveiro,"R. do Sr. dos Aflitos 10, 3800-162 Aveiro, Portugal",234 427 004,4.2,16,nao,
Clínica de Medicina Física e de Reabilitação Dr. L. F. Semblano,Fisioterapia-Aveiro,3800-428 Aveiro,"Av. 5 de Outubro Nº 7, 3800-428 Aveiro, Portugal",234 305 110,4.1,30,nao,
Terapias Ana Almeida,Fisioterapia-Guimaraes,4810-026 Guimarães,"R. do Sardoal, 4810-026 Guimarães, Portugal",917 916 560,5,1,nao,
Cliguima,Fisioterapia-Guimaraes,4835-060 Guimarães,"Tv. R. Igreja 4805, 4835-060 Guimarães, Portugal",253 515 371,5,5,nao,
Fisioguimarães Lda,Fisioterapia-Guimaraes,4810-233 Guimarães,"R. dos Bombeiros Voluntários 127, 4810-233 Guimarães, Portugal",253 542 063,4.7,14,nao,
FISIOVITORIA,Fisioterapia-Guimaraes,4835-012 Guimarães,"R. Almeida Garrett 48, 4835-012 Guimarães, Portugal",253 058 828,4.9,14,nao,
TM Clinic,Fisioterapia-Guimaraes,4800-287 Guimarães,"R. Arqueólogo Mário Cardoso 410 Lj 7 G, 4800-287 Guimarães, Portugal",965 612 906,4.7,14,nao,
Clínica De Reabilitação Horizonte Lda,Fisioterapia-Guimaraes,4810-257 Guimarães,"R. Calouste Gulbenkian 607, 4810-257 Guimarães, Portugal",253 517 474,4.8,17,nao,
FisioPevidém,Fisioterapia-Guimaraes,4835-302 Guimarães,"R. Albano Martins Coelho Lima 459, 4835-302 Guimarães, Portugal",910 529 600,5,21,nao,
Fisiogold - Terapias Integradas,Fisioterapia-Guimaraes,4835-014 Guimarães,"R. do Alto da Bandeira 772, 4835-014 Guimarães, Portugal",912 274 617,5,22,nao,
"Clínica De Medicina Física De Reabilitação De Vizela, Unipessoal Lda.",Fisioterapia-Guimaraes,Tv. R. Igreja 186,"Tv. R. Igreja 186, 4835-060 Rio de Selho e Pisca, Portugal",253 515 371,4.2,26,nao,
"Clinica De Reabilitação Atlântico, Limitada",Fisioterapia-Guimaraes,4800-287 Guimarães,"R. Arqueólogo Mário Cardoso 354, 4800-287 Guimarães, Portugal",253 410 471,4.8,32,nao,
Fisiorocha,Fisioterapia-Guimaraes,4835-061 Guimarães,"R. da Índia 441 R/C, Loja 3A, 4835-061 Guimarães, Portugal",919 325 005,5,33,nao,
Clínica de medicina física e reabilitação da santa casa da misericórdia de Setúbal,Fisioterapia-Setubal,2900-227 Setúbal,"2900-227 Setúbal, Portugal",265 520 961,,0,nao,
Joana Cabo | Fisioterapeuta e Osteopata Pediátrica,Fisioterapia-Setubal,Av. Bento Gonçalves 29 E,"Av. Bento Gonçalves 29 E, 2910-433 Setúbal, Portugal",918 302 929,5,4,nao,
AllGoodiDea - Saúde da Mulher e do Homem,Fisioterapia-Setubal,Av. Dr. António Rodrigues Manito 47H,"Av. Dr. António Rodrigues Manito 47H, 2900-065 Setúbal, Portugal",911 953 002,4,4,nao,
Setcare - Gabinete Terapêutico,Fisioterapia-Setubal,R. Martim Afonso de Sousa 11c,"R. Martim Afonso de Sousa 11c, 2910-419 Setúbal, Portugal",964 692 749,5,7,nao,
Osteopatia Setúbal,Fisioterapia-Setubal,Praceta Santa Rita Pintor 12,"Praceta Santa Rita Pintor 12, 2900-169 Setúbal, Portugal",265 080 114,4.8,10,nao,
FISIO 7,Fisioterapia-Setubal,2900-712 Setúbal,"2900-712 Setúbal, Portugal",265 107 249,4.8,11,nao,
Academia da Saúde,Fisioterapia-Setubal,R. Gama Braga 33A,"R. Gama Braga 33A, 2900-102 Setúbal, Portugal",923 229 157,5,11,nao,
Centro De Fisioterapia Senhora Da Conceição Lda,Fisioterapia-Setubal,R. Morgado Setúbal 83,"R. Morgado Setúbal 83, 2910-672 Setúbal, Portugal",933 159 403,4.1,14,nao,
Filipa Patas Artes Terapêuticas,Fisioterapia-Setubal,2900-406 Setúbal,"2900-406 Setúbal, Portugal",914 257 765,5,14,nao,
"FISICE - Centro De Medicina Física Doutor Rui Moura, Lda",Fisioterapia-Setubal,R. Alves da Silva nº 8 A,"R. Alves da Silva nº 8 A, 2900-185 Setúbal, Portugal",265 220 451,4.7,26,nao,
Beatriz Fernandes | Fisioterapia Estética & Cirúrgica,Fisioterapia-Setubal,Shopping Aranguês,"Shopping Aranguês, Av. Bento Gonçalves 37 I, 2910-433 Setúbal, Portugal",915 178 090,5,41,nao,
Physio Academy by Rafael Assunção,Fisioterapia-Setubal,R. Brancanes 2 C,"R. Brancanes 2 C, 2900-282 Setúbal, Portugal",967 756 990,5,42,nao,
Clinica Luisa Todi de Fisioterapia e Reabilitação,Fisioterapia-Setubal,R. Jorge de Sousa 24,"R. Jorge de Sousa 24, 2900-365 Setúbal, Portugal",265 221 425,4.2,43,nao,
Centro de Fisioterapia Avançada,Fisioterapia-Viseu,3510-431 Viseu,"R. Dr. Nascimento Ferreira 55 R/C esq, 3510-431 Viseu, Portugal",928 037 873,5,3,nao,
"Clínica Fisiátrica Viseense, Lda",Fisioterapia-Viseu,3510-084 Viseu,"R. Eng. Lino Moreira Rodrigues LOTE 11 Nº57, 3510-084 Viseu, Portugal",232 426 496,5,6,nao,
Physiotouch,Fisioterapia-Viseu,3500-401 Viseu,"R. Q.ta D'el Rei Lote 239, R/C, 3500-401 Viseu, Portugal",962 299 172,5,6,nao,
Fisioterapia CMV,Fisioterapia-Viseu,3500-693 Viseu,"R. Santo António 24, 3500-693 Viseu, Portugal",232 460 348,4,7,nao,
Fisioterapeuta Sara Tavares,Fisioterapia-Viseu,3515-146 Viseu,"R. Santo Estevão 17 Loja C, 3515-146 Viseu, Portugal",912 490 727,5,36,nao,
"ATLAS - Terapias e Exercício Funcional, Lda",Fisioterapia-Viseu,3510-141 Viseu,"Quinta da Ramalhosa, lote 53, R/C direito, Urbanização Colina Verde, 3510-141 Viseu, Portugal",963 004 435,5,36,nao,
Clinica Awaken Body & Studio,Fisioterapia-Viseu,3510-141 Viseu,"Urbanização Colina Verde 18 r/c esquerdo, 3510-141 Viseu, Portugal",925 560 502,4.9,37,nao,
ATELIER FISIO,Fisioterapia-Faro,8000-239 Faro,"R. Cap. Jose Vieira Branco, 8000-239 Faro, Portugal",927 753 957,,0,nao,
REHAB 4 LIFE,Fisioterapia-Faro,8005-103 Faro,"Lote Q Sub-cave Esquerda, Av. Heróis da Pátria, 8005-103 Faro, Portugal",936 897 140,,0,nao,
ATHLETE GATE,Fisioterapia-Faro,8000-123 Faro,"R. Cap. Jose Vieira Branco 7, 8000-123 Faro, Portugal",,5,7,nao,
Clirefa,Fisioterapia-Faro,8000-334 Faro,"R. Dr. Manuel Arriaga 17A, 8000-334 Faro, Portugal",289 801 802,4.2,18,nao,
Marta Gonçalves - Gabinete de Fisioterapia,Fisioterapia-Faro,8005-235 Faro,"R. António Carrusca Rodrigues 32 r/c esq, 8005-235 Faro, Portugal",964 736 027,5,48,nao,
Clínica Mário Belo,Fisioterapia-Faro,Praça Silva Porto,"Praça Silva Porto, 8000-174 Faro, Portugal",289 048 865,4.8,62,nao,
Dr. Karimov,Fisioterapia-Leiria,2400-152 Leiria,"Galerias São José, Av. Marquês de Pombal 1 piso,Loja 4,”J, 2400-152 Leiria, Portugal",939 540 035,5,10,nao,
Ricardo Pereira Studio,Fisioterapia-Leiria,2410-270 Leiria,"Rua Cidade Rheine lt3 Loja Dr/Esq, 2410-270 Leiria, Portugal",936 110 446,5,12,nao,
Clinipedro - Medicina Desportiva e Bem Estar,Fisioterapia-Leiria,2415-780 Leiria,"Rua da Nazaré Lote 2 R, R. da Nazaré C Loja, 2415-780 Leiria, Portugal",967 092 176,4.8,17,nao,
Despertar Saúde,Fisioterapia-Leiria,2410-036 Leiria,"R. Dom Horácio Coelho Cristino 20, 2410-036 Leiria, Portugal",968 747 828,5,17,nao,
Your Clinic,Fisioterapia-Leiria,2410-146 Leiria,"Urbanização vale do mocho, lote 6, r/c dto, calçada do bravo, 2410-146 Leiria, Portugal",914 552 051,4.9,27,nao,
Reabilitação Dr. José Oliveira - Viana do Castelo,Fisioterapia-Viana,4900-496 Viana do Castelo,"Av. 25 de Abril 60, 4900-496 Viana do Castelo, Portugal",258 821 445,4.8,4,nao,
Physis Saúde,Fisioterapia-Viana,4900-930 Viana do Castelo,"R. Francisco Passos, 4900-930 Viana do Castelo, Portugal",912 252 891,5,4,nao,
"Clínica De Saúde Do Pé, 1º De Maio, Lda.",Fisioterapia-Viana,4900-534 Viana do Castelo,"Praça 1º de Maio, Edifício, Praça 1º de Maio 107 2º Andar - Sala Z, 4900-534 Viana do Castelo, Portugal",258 820 121,4.6,11,nao,
Medifísica (Viana do Castelo),Fisioterapia-Viana,4900-422 Viana do Castelo,"R. Ramalho Ortigão 161, 4900-422 Viana do Castelo, Portugal",258 826 904,3.1,12,nao,
Clínica Carlos Rio,Fisioterapia-Viana,4900-424 Viana do Castelo,"R. Rosália de Castro, 4900-424 Viana do Castelo, Portugal",258 820 520,3.9,12,nao,
Pedro Bizarro - Saúde e Bem-Estar,Fisioterapia-Viana,4900-502 Viana do Castelo,"R. Ernesto Roma 361 Loja 3, 4900-502 Viana do Castelo, Portugal",967 523 570,5,15,nao,
CARPE VITA - Saúde e Movimento,Fisioterapia-Viana,4900-472 Viana do Castelo,"R. Nova de São Bento 54, 4900-472 Viana do Castelo, Portugal",928 116 055,5,26,nao,
Tasquinha Tá Tudo?!,Restaurante-Braga,4700-370 Braga,"Mercado Municipal, Praça do Comércio, 4700-370 Braga, Portugal",933 224 656,5,17,nao,
Tasca do Aurélio - (Apenas por encomenda),Restaurante-Braga,R. das Canas 5,"R. das Canas 5, 4710 Adaúfe, Portugal",968 840 709,4.7,39,nao,
Tasquinha Zė da Esquina,Restaurante-Braga,4700-314 Braga,"R. do Carmo 7, 4700-314 Braga, Portugal",,4.9,55,nao,
Intimista Cozinha Tradicional,Restaurante-Braga,4715-001 Braga,"R. Américo Ferreira Carvalho 66, 4715-001 Braga, Portugal",964 559 970,4.6,71,nao,
Tasquinha da Laurinha,Restaurante-Braga,CM1345,"CM1345, 4705, Portugal",932 585 516,4.5,151,nao,
Restaurante Bacalhau à Narcisa,Restaurante-Braga,4710-300 Braga,"R. de São Domingos 132, 4710-300 Braga, Portugal",939 096 246,4.6,163,nao,
