nome,categoria,cidade,morada,telefone,rating,avaliacoes,tem_website,website_url
Centro de estudos Estrelas Sábias,Explicacoes-Faro,8000-123 Faro,"Praceta Assis Esperanca, 8000-123 Faro, Portugal",965 454 678,5,1,nao,
ExpliAlgarve,Explicacoes-Faro,8005-221 Faro,"Rua Dr. José Filipe Alvares 15, 8005-221 Faro, Portugal",919 448 889,4.5,2,nao,
Quadro de Giz,Explicacoes-Faro,R. Ascensao Guimaraes 77,"R. Ascensao Guimaraes 77, 8000-216 Faro, Portugal",,5,3,nao,
Delfim - Centro de Estudo e Apoio Pedagógico,Explicacoes-Faro,8005-249 Faro,"Rua Jornal Folha de Domingo 16, R. Jornal Folha de Domingo 33, 8005-249 Faro, Portugal",289 828 867,5,4,nao,
Centro Estudos Magia Dos Números,Explicacoes-Faro,8000-257 Faro,"R. João Stuard 26, 8000-257 Faro, Portugal",,4.5,8,nao,
Explica - Explicações e Mentoria,Explicacoes-Leiria,2400-137 Leiria,"CC D. Dinis, Av. Combatentes da Grande Guerra loja 614, 2400-137 Leiria, Portugal",913 475 070,,0,nao,
Explicações De Matemática,Explicacoes-Leiria,2400-103 Leiria,"R. Mártires do Tarrafal 8, 2400-103 Leiria, Portugal",,,0,nao,
Páginas Recheadas,Explicacoes-Leiria,2410-164 Leiria,"junto à Rotunda da Cruz d'Areia, R. de Saint Maur Fosses, 2410-164 Leiria, Portugal",962 320 975,,0,nao,
explicações geometria descritiva,Explicacoes-Leiria,2400-193 Leiria,"R. Capitao Mouzinho de Albuquerque 94, 2400-193 Leiria, Portugal",965 092 709,,0,nao,
"Academia APAMM, Leiria",Explicacoes-Leiria,2410-036 Leiria,"R. Dom Horácio Coelho Cristino 14, 2410-036 Leiria, Portugal",244 854 873,5,1,nao,
Cantinho Das Ciências,Explicacoes-Leiria,R. Porto de Mós 103,"R. Porto de Mós 103, 2415-782 Leiria, Portugal",,5,1,nao,
Nota Positiva,Explicacoes-Leiria,2410-137 Leiria,"R. Joao Cabral 11 loja 15, 2410-137 Leiria, Portugal",916 392 816,5,3,nao,
XPLICA + Explicações de Matemática do 7 ao 12,Explicacoes-Leiria,2400-082 Leiria,"R. Dr. Afonso Lopes Vieira 53, 2400-082 Leiria, Portugal",966 408 753,4.8,66,nao,
altaMente,Explicacoes-Viana,4900-492 Viana do Castelo,"Av. Rocha Paris nº146, 4900-492 Viana do Castelo, Portugal",258 110 840,,0,nao,
Borboleta Verde - Centro de Explicações da Meadela,Explicacoes-Viana,4900-810 Viana do Castelo,"Rua Sta Cristina, 1º Ctr Dir, 4900-810 Viana do Castelo, Portugal",258 829 279,,0,nao,
Centro de Estudos Pi - Aprender a Aprender,Explicacoes-Viana,4935-330 Viana do Castelo,"Largo 9 de Julho 1985 4935-312, 4935-330 Viana do Castelo, Portugal",964 912 208,,0,nao,
Alfa X,Explicacoes-Viana,4900-350 Viana do Castelo,"Av. de Cabo Verde 10, 4900-350 Viana do Castelo, Portugal",926 007 869,,0,nao,
Academia Dos Sonhos,Explicacoes-Viana,4900-561 Viana do Castelo,"4900-561 Viana do Castelo, Portugal",968 892 216,5,2,nao,
Balão Mágico- Centro de Estudos & Oficinas,Explicacoes-Viana,4925-337 Viana do Castelo,"R. de Altamira 39, 4925-337 Viana do Castelo, Portugal",,3.8,5,nao,
Centro e Explicações Eneida Pinheiro,Explicacoes-Viana,4900-451 Viana do Castelo,"Bairro do Loja L, Condomínio Centro Comercial Boulevard dos Jardins, R. 9 411, 4900-451 Viana do Castelo, Portugal",968 744 335,3.1,7,nao,
Explica(São),Explicacoes-Viana,4900-000 Viana do Castelo,"Torre do Liceu, R. Eça de Queirós 2° andar loja AA, 4900-000 Viana do Castelo, Portugal",962 651 620,5,25,nao,
TIMI (No 104) - Pastelaria M2,Pastelaria-Braga,4710-326 Braga,"Centro Comercial Avenida, Loja 2, 4710-326 Braga, Portugal",,5,1,nao,
Isa Sabores Pastelaria e Brunch,Pastelaria-Braga,4700-277 Braga,"R. Padre Freitas 108, 4700-277 Braga, Portugal",,5,1,nao,
Padaria Artesanas,Pastelaria-Braga,Mercado Municipal de Braga - A Praça,"Mercado Municipal de Braga - A Praça, Praça do Comércio, 4700-370 Braga, Portugal",927 960 948,5,30,nao,
Divino Café e Cake,Pastelaria-Braga,4710-249 Braga,"Gold Center, Av. da Liberdade 638, 4710-249 Braga, Portugal",253 273 242,5,32,nao,
Lá em Casa - Taberna do Pão e do Presunto,Pastelaria-Braga,4715-315 Braga,"Pç Monsenhor Elisío Fernandes Araújo 24, 4715-315 Braga, Portugal",928 488 058,4.8,34,nao,
Rosalina's Padaria e Brunch,Pastelaria-Braga,4710-093 Braga,"R. da Lameira 45, 4710-093 Braga, Portugal",253 673 074,4.5,50,nao,
Cida Cantalino Dolceria,Pastelaria-Braga,4715-292 Braga,"R. Cónego Rafael Álvares da Costa 30, 4715-292 Braga, Portugal",927 060 774,4.9,58,nao,
Pastelaria São Bento,Pastelaria-Braga,4700-207 Braga,"R. de Caires 128, 4700-207 Braga, Portugal",253 265 023,4.4,87,nao,
"Alma Doce - Padaria, Pastelaria, Geladaria e Creparia",Pastelaria-Braga,4700-383 Braga,"R. Fonte do Mundo 9, 4700-383 Braga, Portugal",964 507 413,4.5,133,nao,
Empório Braga Caffé,Pastelaria-Braga,4715-588 Nogueira,"4715-588 Nogueira, Portugal",253 048 240,4.5,149,nao,
A Pasteleira,Pastelaria-Braga,4715-402 Braga,"Praça Cândido Costa Pires Nº 1, 4715-402 Braga, Portugal",253 783 085,4.5,153,nao,
Padaria E Pastelaria Flor Da Venezuela,Pastelaria-Braga,4710-389 Braga,"R. Dom Pedro V 690, 4710-389 Braga, Portugal",253 253 693,4.3,193,nao,
Café Roby - Prato do dia,Pastelaria-Braga,4700-412 Braga,"R. Irmãos Roby 189, 4700-412 Braga, Portugal",253 278 352,4.7,203,nao,
Pastelaria São João,Pastelaria-Braga,4715-037 Braga,"Av. da Liberdade 205, 4715-037 Braga, Portugal",253 263 802,4,584,nao,
Pastelaria Braga Parque - Prato do dia & Gelataria - Celeirós,Pastelaria-Braga,Av. de São Lourenço 63,"Av. de São Lourenço 63, 4705-406 Celeirós, Portugal",253 339 620,4.1,875,nao,
Casa das Natas,Pastelaria-Braga,4715-213 Braga,"R. Artur Garibaldi 37, 4715-213 Braga, Portugal",253 610 429,4.4,984,nao,
Tíbias de Braga,Pastelaria-Braga,4700-210 Braga,"Av. São Miguel O Anjo 5, 4700-210 Braga, Portugal",253 035 625,4.4,1920,nao,
Pastelaria Nova,Pastelaria-Lisboa,1150-260 Lisboa,"R. Passos Manuel 55D, 1150-260 Lisboa, Portugal",,4.9,14,nao,
Treego • Padaria Artesanal Sourdough,Pastelaria-Lisboa,1700-228 Lisboa,"Tv. Henrique Cardoso 80, 1700-228 Lisboa, Portugal",910 455 510,4.9,38,nao,
Pastelaria & Restaurante Sanches,Pastelaria-Lisboa,R. Sanches Coelho 10 C1600-204 Lisboa,"PT, R. Sanches Coelho 10 C1600-204 Lisboa, Portugal",915 213 073,4.9,46,nao,
Cafetaria da Esquina,Pastelaria-Lisboa,1150-131 Lisboa,"R. de Dona Estefânia 63A, 1150-131 Lisboa, Portugal",916 717 252,4.9,83,nao,
Pastelaria Lenita,Pastelaria-Lisboa,1170 Lisboa,"Av. Alm. Reis 50A, 1170 Lisboa, Portugal",21 812 2328,4.3,88,nao,
"Pastelaria O Bicas - Manuel Cesario De Lima E Lima, Lda.",Pastelaria-Lisboa,1170-216 Lisboa,"R. Maria Andrade 11A, 1170-216 Lisboa, Portugal",920 452 897,4.6,88,nao,
The Millstone Sourdough,Pastelaria-Lisboa,1990-514 Lisboa,"Via do Oriente 5.02 03A, 1990-514 Lisboa, Portugal",910 672 570,4.7,151,nao,
Pastelaria Bairro Alto Hotel,Pastelaria-Lisboa,1200-213 Lisboa,"R. do Alecrim 129, 1200-213 Lisboa, Portugal",,4.8,168,nao,
Pastelaria Lisboa,Pastelaria-Lisboa,1150-019 Lisboa,"Av. Alm. Reis 42, 1150-019 Lisboa, Portugal",21 812 3339,4.6,176,nao,
Pastelaria Santo António - Chiado,Pastelaria-Lisboa,1200-310 Lisboa,"R. Paiva de Andrada 8, 1200-310 Lisboa, Portugal",21 342 0585,4.6,237,nao,
Pastelaria Nilde,Pastelaria-Lisboa,1900-342 Lisboa,"R. Morais Soares 61, 1900-342 Lisboa, Portugal",21 814 3366,4.5,324,nao,
Ceres Boulangerie,Pastelaria-Lisboa,1200-109 Lisboa,"R de S. Bento 78, 1200-109 Lisboa, Portugal",21 395 1912,4.5,407,nao,
Fora Artisan Pastry,Pastelaria-Lisboa,1100-568 Lisboa,"Calçada de São Vicente 95, 1100-568 Lisboa, Portugal",,4.8,880,nao,
SAGA,Pastelaria-Lisboa,1170-165 Lisboa,"Largo da Graça 135, 1170-165 Lisboa, Portugal",21 886 8803,4.6,1933,nao,
Pastelaria Santo António,Pastelaria-Lisboa,1100-351 Lisboa,"R. do Milagre de Santo António 10, 1100-351 Lisboa, Portugal",21 887 1717,4.6,2599,nao,
Padaria Massa Mater,Pastelaria-Coimbra,3030-325 Coimbra,"R. António Feliciano de Castilho 2 loja 2, Fonte da Cheira, 3030-325 Coimbra, Portugal",963 867 295,5,60,nao,
Pastelaria Serenata,Pastelaria-Coimbra,3000 Coimbra,"3000, Rua do Brasil 164, 3000 Coimbra, Portugal",239 152 715,4.8,154,nao,
A Boutique Do Pão,Pastelaria-Coimbra,3040-002 Coimbra,"Urbanização do Lagar Lote 8 Loja, 3040-002 Coimbra, Portugal",239 811 439,4.4,158,nao,
Padaria Fidalgo da Baixa,Pastelaria-Coimbra,3000-387 Coimbra,"R. Simões de Castro 150, 3000-387 Coimbra, Portugal",919 999 651,4.5,170,nao,
Café & Companhia - Prato do dia e Snack,Pastelaria-Coimbra,3030-489 Coimbra,"R. Francisco Lucas Pires 109, Fonte da Cheira, 3030-489 Coimbra, Portugal",239 716 289,4.5,180,nao,
Café Confeitaria Doce Meu,Pastelaria-Coimbra,3000-414 Coimbra,"R. Visc. da Luz 2, 3000-414 Coimbra, Portugal",239 133 998,4.8,214,nao,
Padaria Pastelaria Sabor E Arte,Pastelaria-Coimbra,3045-043 Coimbra,"R. 5 de Outubro 20, 3045-043 Coimbra, Portugal",239 046 398,4.3,226,nao,
Café Sete Sete - Snack,Pastelaria-Coimbra,3000-032 Coimbra,"R. Antero de Quental 77, 3000-032 Coimbra, Portugal",239 821 265,4.2,292,nao,
Café Pastelaria Toledo,Pastelaria-Coimbra,3000-230 Coimbra,"Largo da Portagem 15, 3000-230 Coimbra, Portugal",239 837 720,4.2,380,nao,
Padaria Pastelaria Flor da Espadaneira lda,Pastelaria-Coimbra,3045-139 Coimbra,"r da apeadeiro, R. Espadaneira 3, 3045-139 Coimbra, Portugal",239 440 868,4.5,415,nao,
Padaria Pastelaria Flor Santa Apolónia,Pastelaria-Coimbra,3020-324 Coimbra,"R. Q.ta de Santa Apolónia 124, 3020-324 Coimbra, Portugal",239 430 649,4.3,435,nao,
Pastelaria Penta,Pastelaria-Coimbra,3000-390 Coimbra,"Rua da Sofia 65, 3000-390 Coimbra, Portugal",239 823 571,4.4,479,nao,
Moinho Velho Arnado,Pastelaria-Coimbra,3000-388 Coimbra,"R. João de Ruão 25, 3000-388 Coimbra, Portugal",239 828 614,4.3,487,nao,
Afonso,Pastelaria-Coimbra,3030-327 Coimbra,"R. Gen. Humberto Delgado 412 Loja4, 3030-327 Coimbra, Portugal",239 781 057,4.5,624,nao,
Pastelaria Arco Iris,Pastelaria-Coimbra,3000-171 Coimbra,"Av. Fernão de Magalhães 22, 3000-171 Coimbra, Portugal",239 833 304,4.3,680,nao,
Pastelaria Universidade,Pastelaria-Coimbra,3000-393 Coimbra,"R. Castro Matoso 49, 3000-393 Coimbra, Portugal",239 070 126,4.3,1264,nao,
Pastelaria Moinho Velho Solum,Pastelaria-Coimbra,3030-482 Coimbra,"R. Eng. Jorge Anjinho 7 8, Fonte da Cheira, 3030-482 Coimbra, Portugal",964 793 645,4.4,2249,nao,
Padaria São Brás,Pastelaria-Aveiro,3810-030 Aveiro,"R. das Cavadas 80, 3810-030 Aveiro, Portugal",234 341 249,4.3,38,nao,
Estação 90,Pastelaria-Aveiro,3800-163 Aveiro,"Av. Dr. Lourenço Peixinho 356, 3800-163 Aveiro, Portugal",,3.9,56,nao,
Raquel Sabores,Pastelaria-Aveiro,3800-300 Aveiro,"R. de José Luciano de Castro 168 Fração 117, 3800-300 Aveiro, Portugal",914 597 568,4.9,60,nao,
Amor à Tradiçao,Pastelaria-Aveiro,3810-164 Aveiro,"R. Dr. Nascimento Leitão 30, 3810-164 Aveiro, Portugal",234 196 204,4.7,72,nao,
Café Xamate,Pastelaria-Aveiro,3800-167 Aveiro,"Av. Dr. Lourenço Peixinho 173 A, 3800-167 Aveiro, Portugal",234 422 308,5,79,nao,
Café Liceu,Pastelaria-Aveiro,3810-164 Aveiro,"R. de São Martinho 27, 3810-164 Aveiro, Portugal",,4.1,83,nao,
Pão Santo,Pastelaria-Aveiro,3800-160 Aveiro,"Centro Comercial Oita, Av. Dr. Lourenço Peixinho 146 Piso 0 Loja, 3800-160 Aveiro, Portugal",234 420 399,4.5,98,nao,
Pastelaria Máxima,Pastelaria-Aveiro,3800-259 Aveiro,"R. do Srg. Clemente de Morais 2 4, 3800-259 Aveiro, Portugal",234 135 151,4.3,110,nao,
CAKE SPOT by Silva,Pastelaria-Aveiro,R. Terras de Santa Maria 901,"R. Terras de Santa Maria 901, 3700-394 Arrifana, Portugal",256 858 128,4.7,122,nao,
Arte Doce,Pastelaria-Aveiro,3800-162 Aveiro,"R. Luis G. Carvalho 24, 3800-162 Aveiro, Portugal",234 381 103,4.6,173,nao,
Pastelaria Vera Cruz,Pastelaria-Aveiro,3800-175 Aveiro,"Rua Engenheiro Silvério Pereira da Silva 22, 3800-175 Aveiro, Portugal",234 045 907,4.8,386,nao,
BEMA brunch•coffee,Pastelaria-Aveiro,3810-082 Aveiro,"Av. 5 de Outubro 41, 3810-082 Aveiro, Portugal",234 106 510,4.2,451,nao,
Confeitaria Santa Joana,Pastelaria-Aveiro,N230 71,"N230 71, 3800, Portugal",234 198 184,4.1,579,nao,
Gelataria/Cafeteria Milano,Pastelaria-Aveiro,3800-131 Aveiro,"Praça 14 de Julho 7, 3800-131 Aveiro, Portugal",968 270 657,4.3,2543,nao,
Pastelaria Santo António,Pastelaria-Guimaraes,4810 Guimarães,"R. de Santo António, 4810 Guimarães, Portugal",253 417 232,4.9,9,nao,
Lima Limão - Brunch and Coffee,Pastelaria-Guimaraes,4810-461 Guimarães,"Largo da República do Brasil 387, 4810-461 Guimarães, Portugal",,5,16,nao,
Doces e Delìcias Artesanais,Pastelaria-Guimaraes,R. António da Costa Guimarães 2957,"R. António da Costa Guimarães 2957, 4810-225 Urgezes, Portugal",916 688 272,5,17,nao,
Latina,Pastelaria-Guimaraes,4835-023 Guimarães,"Rua Associação Artística Vimaranense 206, 4835-023 Guimarães, Portugal",932 387 962,4.4,37,nao,
Sabor Divino,Pastelaria-Guimaraes,4810-525 Guimarães,"4810-525 Guimarães, Portugal",253 514 775,4.3,46,nao,
Cafė Pastelaria F. M.,Pastelaria-Guimaraes,4800 Guimarães,"Av. São Gonçalo 4, 4800 Guimarães, Portugal",,4.5,83,nao,
Pastelaria Doce Pisca,Pastelaria-Guimaraes,4835-044 Guimarães,"R. da Pisca 49, 4835-044 Guimarães, Portugal",253 726 540,4.4,112,nao,
Padaria Nacional de Guimarães,Pastelaria-Guimaraes,4810-250 Guimarães,"Av. Alberto Sampaio 95, 4810-250 Guimarães, Portugal",,4.4,137,nao,
Pastelaria Sonho Meu,Pastelaria-Guimaraes,4835-104 Guimarães,"Av. São Gonçalo 1341, 4835-104 Guimarães, Portugal",253 185 512,4.3,137,nao,
Pastelaria Gil Doce,Pastelaria-Guimaraes,4800-151 Guimarães,"R. de Gil Vicente 63, 4800-151 Guimarães, Portugal",253 515 065,4.2,190,nao,
Lugarinho Coffee,Pastelaria-Guimaraes,4810-225 Guimarães,"R. da Guiné 98, 4810-225 Guimarães, Portugal",253 066 033,4.2,195,nao,
A. Silva - Pastelaria,Pastelaria-Guimaraes,R. da Unidade Vimaranense 98,"R. da Unidade Vimaranense 98, 4810-026 Costa, Portugal",253 431 048,4.4,236,nao,
Pastelaria Caneiros 1,Pastelaria-Guimaraes,4800-098 Guimarães,"Edf, Stª Eulalia, 4800-098 Guimarães, Portugal",253 556 721,4.3,240,nao,
Pastelaria Clarinha (Divina Gula),Pastelaria-Guimaraes,4800-433 Guimarães,"R. de Santa Maria 44, 4800-433 Guimarães, Portugal",253 097 725,4.5,259,nao,
Cafetaria de Londres,Pastelaria-Guimaraes,4835-066 Guimarães,"Av. de Londres, 4835-066 Guimarães, Portugal",253 086 595,4.4,357,nao,
Pastelaria Silva,Pastelaria-Guimaraes,4800-073 Guimarães,"R. Teixeira de Pascoais 5, 4800-073 Guimarães, Portugal",253 433 108,4.3,403,nao,
Pastelaria Gil Vicente,Pastelaria-Guimaraes,4800-420 Guimarães,"R. de Santo António 188, 4800-420 Guimarães, Portugal",253 414 844,4.5,559,nao,
Manjar dos Doces,Pastelaria-Guimaraes,4835-101 Guimarães,"Edificio Principe Real, R. do Salgueiral Loja A, 4835-101 Guimarães, Portugal",935 731 973,4.4,964,nao,
A Camponesa,Pastelaria-Setubal,R. António Maria Eusébio,"R. António Maria Eusébio, 2900-373 Setúbal, Portugal",,4,1,nao,
Café Pastelaria Capixaba,Pastelaria-Setubal,R. Olavo Bilac 8,"R. Olavo Bilac 8, 2900-517 Setúbal, Portugal",920 164 365,5,1,nao,
Pastelaria D'Avenida,Pastelaria-Setubal,Av. Jaime Cortesão 74,"Av. Jaime Cortesão 74, 2910-539 Setúbal, Portugal",,4.7,3,nao,
Café da Verónica,Pastelaria-Setubal,R. Morgado Setúbal,"R. Morgado Setúbal, 2910-539 Setúbal, Portugal",,4.6,17,nao,
Pastelaria Sabor a Café,Pastelaria-Setubal,R. Afonso Castro 7A,"R. Afonso Castro 7A, 2900-628 Setúbal, Portugal",265 104 204,4.9,18,nao,
"Pão Doce ( Chá, Café e Mercearia Fina )",Pastelaria-Setubal,R. Álvaro Castelões,"R. Álvaro Castelões, 2900-541 Setúbal, Portugal",265 534 502,4.7,21,nao,
Uná Massa Mãe,Pastelaria-Setubal,R. de Arronches Junqueiro 76,"R. de Arronches Junqueiro 76, 2900-248 Setúbal, Portugal",910 996 337,4.8,26,nao,
Boulangerie by Célia Almeida,Pastelaria-Setubal,Praceta Dr. Joaquim Ferreira de Sousa 5 Loja C,"Praceta Dr. Joaquim Ferreira de Sousa 5 Loja C, 2900-194 Setúbal, Portugal",969 247 349,4.4,28,nao,
Tradições by Sem horas,Pastelaria-Setubal,Praça do Brasil 12,"Praça do Brasil 12, 2900-285 Setúbal, Portugal",265 415 487,4.8,30,nao,
Pastelaria - Colher de Café,Pastelaria-Setubal,C. Comercial,"C. Comercial, Av. 22 de Dezembro 21 e loja 7, 2900-669 Setúbal, Portugal",963 787 593,4.4,34,nao,
Casa dos Croissantes Pastelaria,Pastelaria-Setubal,R. Antão Girão 36,"R. Antão Girão 36, 2900-228 Setúbal, Portugal",,4.8,36,nao,
Padaria da Jú,Pastelaria-Setubal,Rua Do Bairro Afonso Costa nº41,"Rua Do Bairro Afonso Costa nº41, 2910-414 Setúbal, Portugal",937 126 643,4.4,65,nao,
Samambaia,Pastelaria-Setubal,Praceta Manuel Nunes de Almeida 30,"Praceta Manuel Nunes de Almeida 30, 2900-481 Setúbal, Portugal",939 081 079,4.1,65,nao,
Pastelaria Pé da Serra,Pastelaria-Setubal,R. dos Arcos 18,"R. dos Arcos 18, 2900-059 Setúbal, Portugal",265 417 052,4.1,72,nao,
Pastelaria Roma,Pastelaria-Setubal,Av. 22 de Dezembro 20,"Av. 22 de Dezembro 20, 2900-668 Setúbal, Portugal",,4.1,122,nao,
Pastelaria Aroma,Pastelaria-Setubal,Av. Bento de Jesus Caraça 170,"Av. Bento de Jesus Caraça 170, 2910-427 Setúbal, Portugal",,4.2,155,nao,
Nutritiva Moderna,Pastelaria-Setubal,Av. 5 de Outubro 32,"Av. 5 de Outubro 32, 2900-475 Setúbal, Portugal",265 522 143,4.3,163,nao,
Só Tentações,Pastelaria-Setubal,Av. Dr. António Rodrigues Manito 51E,"Av. Dr. António Rodrigues Manito 51E, 2900-066 Setúbal, Portugal",265 406 828,4.4,169,nao,
Papa Doce,Pastelaria-Setubal,Av. Dr. António Rodrigues Manito 59,"Av. Dr. António Rodrigues Manito 59, 2900-067 Setúbal, Portugal",265 112 422,4.4,545,nao,
Café Pastelaria Bandarra,Pastelaria-Setubal,R. Dr. José de Barros Vasconcelos 1,"R. Dr. José de Barros Vasconcelos 1, 2910-560 Setúbal, Portugal",963 788 212,4.3,578,nao,
